,text,favorite_count,retweet_count,country,sentiment
618,"@IMusgrave @RosieBeattie Yes, but that doesn't create the image of an evil band of migrants pushing an old dear into the North Sea.",321,8,United Kingdom,-0.6213
619,"@JamesAd63198939 Same here. I studied European law &amp; practiced European law. I'm a human rights lawyer who has represented thousands of migrants for almost 20 years. I was spokesperson for The NI Anti Racism Network for almost a decade.Apparently voting leave qualifies me as ""a gullible racist""",321,99,United Kingdom,-0.9201
620,Syria Weekly: 'Lebanon is becoming an increasingly dangerous and insecure space for #Syrian refugees' writes Paul McLoughlin https://t.co/nRQOg8IrpV,320,55,United Kingdom,-0.7096
621,Italy: Animal Cruelty Investigation After Muslim Migrants Slaughter Sheep in Parking Lot https://t.co/Z1wyxBrnP2,319,333,United Kingdom,-0.5994
622,"@patel4witham On the double standards of condemning the politicised resentment of African politicians which resulted in Asians being expelled from East Africa &amp; coming here not, sorry, as 'best and brightest' but as refugees who then, like today, had few other options. For shame.",319,53,United Kingdom,-0.6622
623,"Last night an Afghan asylum seeker killed one, injured 8 more, 3 of them seriously, in a knife attack at a train station in Lyon, France.  Only mentioned in case the BBC and Sky forget to report this.",318,255,United Kingdom,-0.9211
624,I've always found the #JadeGoody episode an important site of analysis - it's a perfect illustration of how 'white working class' interests are pitted against migrants - and how the bourgeoisie push the idea that racism is only a problem of the uncivilised working classes,314,49,United Kingdom,-0.0772
625,Traumatised refugees on a NGO boat fleeing war and violence for a new life in Europe. Wait! Where are the women and children? Hopefully they didn't leave them behind? Because @LeoVaradkar says these guys are going to pay your pensions and look after you when you're sick and old. https://t.co/KEhDdSdURs,313,164,United Kingdom,-0.9313
626,"My dad, Harry Leslie Smith,  spent the last years of his life when he was in his 90s fighting to end the refugee crisis.  He was dubbed the ""World's Oldest Rebel"" by the media for his never surrender attitude when it came to fighting against injustices. https://t.co/w8wFM24IEx",312,68,United Kingdom,-0.8658
627,If there was a second referendum what would you vote for ?Leave or remain ?#Brexit #brexit #Remainers #leavers #Remoaners #remoaners #Referendum #Refugees #NHS #eurostar #Eurovision #BrexitVote #BrexitParty #LabourParty #Conservatives,311,828,United Kingdom,-0.1431
628,"Tonnes of food is being wasted, as a shortage of farm workers means some UK crops are not being harvested. Seasonal migrants from the EU are staying away, fearing a no deal Brexit. #StopBrexitSaveBritain #brexit https://t.co/aFaGs8nG8A",309,237,United Kingdom,-0.8779
629,"Europe is demographically whiter than Australia.Seems that Brits don't care what race migrants are as long as they can speak the language - which, to me, is bang on. https://t.co/dlDabT50uV",308,56,United Kingdom,-0.3875
630,We must take a look at ourselves as a country. We send Foreign Aid Abroad. But we have people in Food Banks and Rough Sleeping.   We have migrants into this country.  We are bloody full.  We accommodate other people's religions. Yet they shit on ours. I want Britain Back.,307,154,United Kingdom,-0.7351
631,Muslim migrant goes on the rampage in France. The knife wielding Lunatic has killed 1 person and injured 9 too my knowledge. This is why immigration and migrants have got to be stopped coming into Britain. These people have no regard for us at all. They should be stopped Now.,305,184,United Kingdom,-0.9371
632,"The destruction of Ireland by Marxist open borders: More than 1,100 people have signed a petition saying they no longer feel safe in the Monaghan town of Carrickmacross as gangs of migrants congregate in the streets, and a local woman says she was... https://t.co/P4hF5s1iEk",304,168,United Kingdom,-0.4588
633,Afghan asylum seeker who tried to murder a stranger in Tesco while 'fuelled' with a desire to kill English people is jailed for 19 yearshttps://t.co/oV89qZ1imL via @MailOnline,304,211,United Kingdom,-0.8979
634,Record amounts of migrant stopped crossing the Channel yesterday. Officials stopped 6 boats carrying 86 people in seperate incidents yesterday. They are keeping on launching off the French Coast. It's time now to put them on the rescue boats and take them straight back enough,302,179,United Kingdom,-0.0516
635,"at least 1,400 migrant workers have literally died while helping to build football stadiums for the 2022 fifa world c in qatar https://t.co/9JRkVKiMt5",300,171,United Kingdom,-0.34
636,"1120 Jewish refugees from Europe have arrived in New York aboard the SS Navemar, a ship built for 15 passengers. 7 people died during 50-day journey in the ""floating concentration camp"". https://t.co/DNNwYpFsMq",298,118,United Kingdom,-0.5423
637,"Taken in Exarchia this morning, this photo shows a riot police officer (on the right) talking to a man wearing a t-shirt of the neo-nazi Opposta Fazione club (Roma ultras, known for their attacks on refugees).  More on the group here: https://t.co/69BqLyij9J https://t.co/ej2FtckbV6",296,437,United Kingdom,-0.7579
638,"Imagine, the French President (one of the most unpopular), &amp; a German Chancellor responsible largely for the migrant crisis in Europe, telling the British Prime Minister what to do...Truth really is stranger than fiction.#NoDeal #ChangePoliticsForGoodhttps://t.co/hdEGF7OtNI",294,77,United Kingdom,-0.128
639,"Well, this is awkward. It appears the Syrian ""refugee"" that committed the savage murder in Germany is ACTUALLY a Palestinian. https://t.co/kqA7FHk3bq",293,212,United Kingdom,-0.7269
640,"Every time the London Mayor posts something about EU citizens and settled status, there's a stream of negative comments from people offended he calls EU migrants in London ""Londoners"". It's about where you live and where your life is,  not where you happen to be born. Calm down.",291,37,United Kingdom,-0.5267
641,"""As @PresidentIRL, I've offered an apology on behalf of Ireland when there have been incidents of callous &amp; unacceptable behaviour directed at refugees. I believe that we cannot &amp; must not remain silent in the face of such attacks on refugees &amp; migrants"" https://t.co/Z5Qf9QV14x",291,83,United Kingdom,-0.6908
642,"Most of those fleeing to Europe from the Middle East and Africa are economic migrants and not asylum seekers fleeing the horrors of war according to first vice-president of the European Commission, Frans Timmermans. So why can't Noel Grealish say it?  https://t.co/LrfdCyTxkH",291,130,United Kingdom,-0.8225
643,"""Virtue-signalling"" has long been the insult of choice for those unwilling and unable to defend their own mean-spirited position: on refugees, climate change campaigners et al. The sooner it falls into obsolescence the better imo.",290,57,United Kingdom,-0.1027
644,Richard Gere boards migrant ship stuck in the Mediterranean https://t.co/4Vblhqqocp,289,100,United Kingdom,-0.25
645,"""Scottish folk have always just been really straightforward, and not mincing our words about it.""Meet @jenmcglone from @BrawWee, whose FUCK BORIS range is both making a statement and raising money for Glasgow-based refugee charity @Refuweegee  https://t.co/qRrmrvEedd",288,111,United Kingdom,-0.34700000000000003
646,"#Jammu once a City of Temples became a City of Refugees because Kashmiri leaders and Pakistani stooges like her persecuted, oppressed, raped and murdered the original inhabitants of Kashmir the Kashmiri Pandits.",288,129,United Kingdom,-0.8909999999999999
647,"@KTHopkins Has Katie also mentioned, that the victim was a Kazakh and that the pair knew each other and shared a flat up until very recently? Stop making out as if this was some completely random attack by some unpredictable migrant. There was also no 'islamist' motive involved.",285,21,United Kingdom,-0.7755
648,"@DVATW Call me suspicious but I'm beginning to think that a large proportion of these migrants aren't Engineers, Scientists or Doctors at all?",281,41,United Kingdom,-0.1901
649,EVEN UNHCR ARE CONCERNED AT THE LEVEL OF INCREASED MIGRATION.EUROPE WILL BE SWAMPED AND OVERRUN WITHIN FIVE YEARS.GET US OUT NOW BORIS!More than 600 refugees arrive on Lesbos in one day in record high since migrant crisis' | via @telegraph https://t.co/LWvUfqiC0A,279,232,United Kingdom,-0.3734
650,Greece: 'Volleyball team' of migrants arrested in Athens https://t.co/KHmghlzYmA,279,111,United Kingdom,-0.4767
651,A Rohingya woman talks to these massive crowds of refugees in the Bangladeshi camps at the memorial for the attacks that forced most of their population into becoming refugees. The UN has called those attacks genocidal. https://t.co/uyDMzIpmAT,279,194,United Kingdom,-0.8316
652,"19 yr old man murdered &amp; 9 others injured in mass stabbing by African migrant in Lyon.For some reason, BBC don't think this merits a mention on its homepage.Meanwhile it runs an article telling us how illegal migrants can get to the UKYou pay PS3.8bn pa to fund this activism https://t.co/GMC0WR4D6x",276,199,United Kingdom,-0.8391
653,Without sounding unsympathetic and mercenary what is it costing  the UK for these illegal migrants? Our services cannot cope and this country is too small to accommodate this influx.,275,117,United Kingdom,-0.5574
654,Corbyn should call for this. What role did UK play in supporting Islamists during the Libya 2011 war and did this involve direct military support? An enquiry is critical: the Libya war brought a wave of terror to UK/Europe and produced Med refugee crisis. https://t.co/OmZ3v2eZbn,275,192,United Kingdom,-0.8909999999999999
655,"Many in the UK hold racist views and voted against the EU because of immigration (similar to MAGAs)The irony is that the majority of EU migrants are white, so most people of color coming to the UK are from the rest of the world which isn't affected.Racists aren't so clever...",273,61,United Kingdom,-0.2278
656,Absolute rubbish. The NHS would fall apart without the staff from overseas who've chosen to come and work here. You're far more likely to be looked after by a migrant than have your treatment delayed by one. https://t.co/eYMlF99fjB,272,70,United Kingdom,-0.2263
657,"No wonder London's in a mess, its estimated that 70% of illegal migrants are there. This fuels overcrowding, poverty and crime.",272,92,United Kingdom,-0.9337
658,"A Hijabi in Finland complains that there are too many Finnish people. They don't have a lot of diversity here, it's just finns &amp; finns &amp; finns.Everywhere U look there are just finns. So its a bit dificult to blend in here, but thats solvable as more and more migrants are coming https://t.co/L81KJFDDiN",269,240,United Kingdom,-0.2023
659,@jaketapper She called migrants crossing the Mediterranean cockroaches and suggested using gun boats on them.,267,62,United Kingdom,-0.34
660,"Journalist Smuggles Migrant Into Sweden, Migrant Convicted of Knife Crime https://t.co/HzI9MkJB44",267,228,United Kingdom,-0.7351
661,"This is not correct.  The ECHR is not an EU institution and our own Human Rights Act was not made to implement EU law. However, many conservatives want to repeal the act because it protects migrants and the victims of abuse (like torture and murder) inflicted by our soldiers. https://t.co/8P3GiXRbtG",267,130,United Kingdom,-0.8316
662,@brexithenrik I am shocked the @brexitparty_uk is pro open borders &amp; assisting illegal economic migrants! I don't support this! I support legal immigration with a points based system &amp; genuine refugees seeking asylum. Is this actually Brexit Party policy @Nigel_Farage ?,265,48,United Kingdom,-0.7783
663,"If they have not, thier daughters definetely have.Soubry says 'white working class' Leave voters have 'probably never even seen a migrant' https://t.co/31qchB8D5u",264,132,United Kingdom,-0.0516
664,"#Anarchists in #Exarcheia, #Athens symbolically re-occupy legendary #spirouTrikoupi squat, chanting against cops &amp; mafia. New right wing gov wants to impose law &amp; order in neighbourhood. It has already evicted many squats housing refugees #antireport #exarkheia #Exarcheia_resist https://t.co/REmBTiecWf",264,156,United Kingdom,-0.29600000000000004
665,Trudeau says Canada will take refugees banned by U.S.   https://t.co/u9E1MaJYyt,264,65,United Kingdom,-0.4588
666," - Chaos is approaching 2017Brussels' insistence on ordering European Union (EU) nations to accept third world migrants could lead to the bloc's break-up, Poland's president Andrzej Duda has warned.https://t.co/fJ3pMWpJql",264,196,United Kingdom,-0.4939
667,"If your anti-racism doesn't extend to all forms of racism, from antisemitism and islamophobia, to anti-migrant and anti-black racism, then it just isn't anti-racism.",262,55,United Kingdom,-0.8663
668,"Harry Leslie Smith, spent his last years fighting to end the refugee crisis. He died at 95 but up to his last breath; he used his influence to warn people to not make his past our future through austerity &amp; ignoring the fascism espoused by #donaldtrump https://t.co/rnAe3yNHUu",262,103,United Kingdom,-0.8674
669,"We missed 240,000 EU migrants, admit the people who count themThey Really Haven't A Clue!Close All Ports &amp; Borders Now! Get The Army Out, These Other Numbskulls Can't Count Or Control Borders!https://t.co/JjgDQXRIKm",261,201,United Kingdom,-0.6679
670,"'Kicked in the gut' he says. It must be so hard for your terrorist son to lose his passport. I wonder how Yazidi girls feel living in a refugee camp, after years of sexual slavery in the hands of the ISIS fighters that shot their family in a ditch? https://t.co/MKohZRYb5W",261,105,United Kingdom,-0.9356
671,"The Trump administration to trying to end the Flores Agreement, so they can to keep migrant children in detention for months or even YEARS.  This is more than cruel. It's beyond logic and humanity. https://t.co/b5VrK3zhd4",260,202,United Kingdom,-0.5233
672,"@realDonaldTrump WATCH: Trump asks what to do about migrants crossing border. Rallygoer suggests 'shoot them'..... then worse, Trump says 'you can only get away with that in the Pan Handle'#TrumpInspiringWhiteSupremistsWorldWidehttps://t.co/tYTzZnE2RM",256,89,United Kingdom,-0.6705
673,"Detained migrant children must have access to soap, court rules https://t.co/V9Zk6RLm6E",255,133,United Kingdom,-0.4019
674,Europe migrant crisis: Calls for system to redistribute arrivals across EU https://t.co/eoQbHgWdAO,255,125,United Kingdom,-0.6249
675,The city of Mary Barbour and the Glasgow Girls mobilises itself once again for the fight against asylum seeker evictions. My longread on the mass push-back against Serco. https://t.co/SO1LLPFpG9,251,156,United Kingdom,-0.3818
676,"How do 'genuine refugees' fleeing so-called war-torn countries afford EUR8,000 each to give to criminal underworld? NGOs funding it all to facilitate native replacement? The scam that is mass immigration to Europe exposed yet again. https://t.co/hdRGgXtK74",250,124,United Kingdom,-0.8299
677,"100 indigenous Brits working hard and all getting a piece of the pie, if  you let in 100 migrants then your piece of the pie is halved. If  a hospital  has 100 beds and caters for 1000 people and you let in 1000 immigrants you are then forced to wait for a hospital bed.",248,124,United Kingdom,-0.5267
678,"Oh My God! Just found, albeit dead, migrant Deaths Head Hawkmoth outside @SUBWAY  Lytham Saint Annes #TeamMoth https://t.co/ySGnkvQLtg",248,19,United Kingdom,-0.5411
679,"A 21st century refugee, enduring incredible hardship and wondering where her closest family members have ended up? No, a survivor of the Irish famine, photo taken in 1860s and expertly coloured by @irelandincolour Same hurt, same trauma. We can only respond with kindness. https://t.co/SfccbBbTmW",248,78,United Kingdom,-0.6369
680,"If far-right politicians want to send refugees to jail, they'll have to throw me in jail too.The real threat to #Europe is this hateful ideology, not desperate migrants risking their lives on the Mediterranean.The @EP_Justice meeting today was full of this rhetoric. Shameful. https://t.co/4YIglfcb8D",248,97,United Kingdom,-0.7979
681,"""MIGRANTS IN EUROPE LINKED TO SOARING VIOLENCE AND CRIME IN GERMANY, STUDY FINDS""Come to London!!!https://t.co/mbbrm4YSjW",247,205,United Kingdom,-0.8988
682,"Twelve hours of thrashing gardens around Lewis today for migrants produced a single Willow Warbler. Nonetheless, this young Golden Eagle was at least something to marvel at as it flew by at close range - just a shame it was into the light! https://t.co/ATgUVu9BRz",246,10,United Kingdom,-0.1511
683,"Ironic, considering Israeli NGOs are currently working to flood Italy and various other European nations with migrants as we speak. https://t.co/uqgq2h9Yyo",245,72,United Kingdom,-0.128
684,US border: Mexico announces 56% migrant drop after crackdown https://t.co/c4SbNGhauk,245,59,United Kingdom,-0.2732
685,".. of EU migrants threatened by the Home Office &amp; made to feel unwelcome .. and on and on it goes.You rancid, putrid fascists are destroying what remains of this country's global image and turning it into an object of loathing &amp; ridicule. Time to get rid of you,",245,56,United Kingdom,-0.9652
686,Just leaving Weatherspoons after Breakfast. We fed the homeless in Cardiff earlier. But i tell you great people out there. Cardiff resembles a bloody Syrian Refugee Camp. I am not exaggerating it is horrendous. If you live or are staying in Cardiff take a look 7am disgrace.,242,146,United Kingdom,-0.6465
687,"This deeply racist, classist policy means that migrants will be required to earn PS7,323 more than the median annual full-time income in the UK. https://t.co/Tx5mOeJtTJ",242,110,United Kingdom,-0.6478
688,"Dunkirk, a coastal city steeped in history now likely steeped in shit. Process them yourself France, you are deemed a safe country, they should have to apply for asylum there.Or just... SEND THEM BACK because they're economic migrants. https://t.co/fEJG6wSghB",241,139,United Kingdom,-0.1779
689,Should Afghan asylum seeker Samiulahaq Akbari who asked victims if they were English before stabbing them serve his 19 year term in the UK or be deported to Afghanistan?,241,357,United Kingdom,-0.3182
690,"1. Stop presuming theres another supporting adult in the house A) single parent B) dont have a supportive partner C) supportive   partner but who has to work2. Stop presuming women have family locally. Few of us now live where we are from, you auto exclude most migrant women",241,14,United Kingdom,-0.6896
691,"Israel &amp; Israel Firsters are responsible for all the wars in the ME for last 20 years.They have so far cost America $7tn, murdered 10,000 Americans &amp; 3 million brown people, and caused the greatest refugee crisis since WW2.Israel is the enemy of ordinary Americans &amp; Europeans. https://t.co/UxyyxnmqI3",240,174,United Kingdom,-0.8779
692,Until now no Western country has made any attempt to publicly identify where the airstrike which killed over 50 #migrants in #Libya originated from. But when a #Saudi oil facility is bombed with no fatalities they can identify the culprit. Oil more important than 'human rights'! https://t.co/Wgmm4ftPkG,238,171,United Kingdom,-0.9
693,"Genuinely blows my mind how Paul Embery seriously believes that, in spite of his virulent hatred of migrants, LGBTQ+ people, Jews and women, he still ideologically qualifies as a socialist just because he likes his trains nationalised",236,36,United Kingdom,-0.8807
694,It takes a court order for the Trump administration to provide toothbrushes and soap to migrant kids.No doubt he'll fight it to demand maximum cruelty again... https://t.co/ULFQ4ZZWtX,236,92,United Kingdom,-0.8934
695,This is so disgusting. Trump wanted to fill a border trench with snakes and alligators and shoot desperate migrants. What have we become? https://t.co/4dE04ZlktF,235,87,United Kingdom,-0.8429
696,"Not content with throwing in the towel before the fight on a no deal he is ""absolutely fundamentally opposed to"", @LenMcCluskey throws EU citizens under a bus committing to ""deal with the abuses of migrant labour coming into our country""Fucking Shameful.https://t.co/6dGJ6slQhj",235,93,United Kingdom,-0.8908
697,Poland's Prime Minister says country will accept no Muslim refugees no matter how much pressure the EU puts on them  https://t.co/uyklFXC8ci,234,107,United Kingdom,-0.4404
698,#FFFGFO 'urgently seeking' large homes to reunify migrant families using your taxes while doing everything in their power to break up Irish families and leave young people facing the choice of homelessness or emigration https://t.co/Ahoj6dbZrX,232,123,United Kingdom,-0.0516
699,"We've been cringing over Priyanka for a while now. We questioned her when she wore a t-shirt that crossed off 'refugee, immigrant &amp; outsider' and said 'traveller'. We questioned her when she tweeted 'jai hind' during conflict. We absolutely do not support her gaslighting Ayesha.",232,43,United Kingdom,-0.6829999999999999
700,*refugee children being subject to torture and separated from their parents*ppl: mAybE tHeY sHouLdnT HavE BrokEn tHe lAw*21 year old man murders 20 innocent people*ppl: well the brain isn't fully formed at the age of 21 so really can we blame him for these actions,229,40,United Kingdom,-0.8797
701,"""Suspected""?Is there a possibility they are misguided tourists?Once they reach our shores, they rarely get deported.We simply are not serious about repelling illegal migrants. https://t.co/0p81w7C8S3",227,84,United Kingdom,-0.5629
702,"This needs responding to. Come and tell the racists that they aren't welcome but refugees are. This Sunday, Folkestone, 10.30am. Exact location tbc. https://t.co/nw8RMiUEVE",226,149,United Kingdom,-0.457
703,"It's called being realistic. The EU isn't perfect, as migrants in Greece and Italy will tell you. https://t.co/m03hKVr2Dr",226,21,United Kingdom,-0.4585
704,"My take no prisoners approach on here for migrants isn't liked by some. Well that's fine your entitled to your opinion. But when you Leave work 4 days a week and see British people including Veterans, begging in tents. People starving, and migrants get benefits and housing mad",226,109,United Kingdom,-0.753
705,French police 'helping traffickers sneak migrants across Channel' smuggler claims' | via @telegraph https://t.co/Njb5ylv1vC,225,341,United Kingdom,-0.2263
706,"In other words, Macron wants to make the migrant crisis everybody's problem, not just the problem of France, Germany, and the other countries that encouraged it. https://t.co/J3e6V2exT3",224,150,United Kingdom,-0.7906
707,"You've sat down for the opinions of Katie Hopkins in relation to Meghan Markle (who she doesn't know)The same Hopkins that falsely accused a Muslim family of extremism links, compared migrants to ""cockroaches"" and ""feral humans"" and that gunships should be used to stop migrants https://t.co/leRtiJFEzd",223,36,United Kingdom,-0.5267
708,"No one is mocking her.But if you use her death to eulogize her, immortalise her as some icon of progressive values,then aren't you mocking 000s Minorities who were killed horrifically and even more rendered refugees by those whom she stood by, defended, supported? https://t.co/xtsY7D0QQR",223,70,United Kingdom,-0.9423
709,Asylum seeker denied cancer treatment by Home Office dies https://t.co/cTL2Y8VgaTThis is just shameful. Shameful. That's all.,222,211,United Kingdom,-0.9287
710,"Asylum seeker, 30, with 18 convictions and a history of violent crime gets another chance to fight to stay in UK after claiming his human rights would be breached if he's sent back to Somalia. Didn't worry too much about his human rights when committing 18 crimes did he.",221,115,United Kingdom,-0.7426
711,"QUEER ENOUGH TO DIE, BUT NOT GAY ENOUGH TO STAY STOP DEPORTING BI+ MIGRANTS!We're holding a vigil today at the Vauxhall Pleasure Gardens for #BiVisibilityDay, to stand together against the harm, violence and abuse caused by bi erasure and the deportation of Bi+ people... (1/2)",221,79,United Kingdom,-0.9646
712,"Senator Jeff Merkley says Donald Trump is proposing internment camps for detained migrants: ""It is the large scale imprisonment of children and parents...We must not allow America to go back to the philosophy of World War II where we lock up thousands""",220,72,United Kingdom,-0.8056
713,"@KTHopkins If this is 'mental torture' I do wonder what she was fleeing from?And if she is an economic migrant, she might be better pleased elsewhere!Meanwhile we have homeless Ex Forces &amp; UK people in BandB? Who is running this...crazy decisions!Our own first please...I am so angry !",219,29,United Kingdom,-0.6785
714,Man Killed by Syrian migrant in Sickening Sword attack in GermanyThe European Union and it's open borders again...  https://t.co/BfEWJoKO34,219,346,United Kingdom,-0.9001
715,@SkyNews This report just highlights that Britain is full and economic migrants just add to the problem.,217,12,United Kingdom,-0.4019
716,"Doesn't this awful woman ever learn, she wants EU countries to start migrant collection from the North Africa coast, she won't be happy until there's no European culture left.https://t.co/rC0Nmg2xpm",217,302,United Kingdom,-0.4055
717,"""We should say clearly that people are not homeless because of migrants..can't get a Dr's appointment..can't get into their local NHS..cannot get a job because of migrants.It is because of Tory austerity and bad bosses..""Mark Serwotka. PCS Union#Lab19 https://t.co/v8ThpekJHz",216,133,United Kingdom,-0.2023
718,"Today we're at the #ClimateStrike in London with the migrant bloc because there can be no #ClimateJustice without Migrant Justice!! If you're around find us at the front, if you're elsewhere join and support the strike in whichever way you can! https://t.co/PM2kVmdoij",216,97,United Kingdom,-0.35100000000000003
719,Lets get this Country back. Lets get the Migrants and illegals Out. Lets home our homeless. Feed Our Hungry. Clothe our Needy. Put our People First. Stop acting as a Feeding and Breeding Ground for the Foreign People. Also Scrap Foreign Aid. Keep it here for our People.,216,105,United Kingdom,-0.5574
720,"@brexithenrik What do you mean, rescue refugees in the Mediterranean, are these the same illegal migrants that are flooding Europe? Flooding Italy, that Salvini is fighting to keep out, the Soros backed NGO ships running a ferry service to Europe???? No donations from me.",214,55,United Kingdom,-0.7059
721,"If Germany really needed that migrant flow (since 2015) for the economy, how come they didn't access it from the EU ? As youth unemployment is a huge problem in a number of EU countries.  #Irishfreedom https://t.co/Ucyz3ZjlX1",212,100,United Kingdom,-0.4588
722,"There are too many Lefty, Libtard, Snowflakes on here. These don't care about our country at all. They think this Multiculturalism is a good thing. Migrants pushing us Brits out of Social Housing , Doctors, Dentists, and Schools. Libtards no more Foreigners we are bloody full",212,87,United Kingdom,-0.5897
723,"Border Force stops two more migrant boats off Dover coast overnight, close the Borders now! https://t.co/Y3rYtvYisN",209,188,United Kingdom,-0.2244
724,"@DavidLammy Is Mr Lammy stating only EU migrants pick fruit in #Britain! Perhaps, he could suggest the unemployed EU migrants already here be utilised to cover the shortage. Stop creating division with the colonial nonsense that #RogueRemainMPs do claiming Brits dont want to do hard work",208,32,United Kingdom,-0.6822
725,Greece: Deadly fire triggers riots at Moria refugee camp https://t.co/IbCkcZmohT,208,124,United Kingdom,-0.6908
726,1000s of Pak Hindu Refugees r living in India because they were facing religious persecution in PakistanMany Hindus r still facing horrific times there as their daughters r being forcefully convertedCan @ImranKhanPTI show any persecuted Muslims moving to Pak from India?#UNGA,208,145,United Kingdom,-0.7717
727,"We now need a 'Remain risk report' inc 1. Handing over UK armed forces/nuclear deterrent to EU army2.Accept share of migrant crisis 3. Go down with failing EU , prop up massive EU debt/ unemployment 4. Lose Sovereignty Independance5. Civil unrest for ignoring 17.4 million",208,148,United Kingdom,-0.9393
728,How white liberal women act when they take in aggressive refugees from the 3rd world. https://t.co/jUJcIZBFHy,203,42,United Kingdom,-0.1531
729,"Well, this son of immigrants needs no lectures from corrupt, death penalty supporting, former Tobacco lobbyists who will use their immigrant background in the service of fucking over millions of migrants...https://t.co/ODbSPpwzsr",203,92,United Kingdom,-0.6249
730,"Jailed migrant in Sweden rapes prison Priest during spiritual guidance. What, why was the Migrant not deported and why was the Priest left alone with him?... Unbelievable!! https://t.co/T7Gwx5yM8Z",203,306,United Kingdom,-0.915
731,"In this article the BBC claim that Donald Trump not only wants to shoot migrants, but also that he wants to feed them to crocodiles. I wonder what they will make up next? https://t.co/xu5CWMtPIe",202,50,United Kingdom,-0.1779
732,"US slashes refugee limit to all-time low of 18,000 https://t.co/aIY1MSVMSq",202,111,United Kingdom,-0.4404
733,German City Rocked After Kazakh Man Hacked to Death by Syrian Migrant in Broad Daylight https://t.co/bj5XuwWFeQ,202,270,United Kingdom,-0.765
734,The Whitehouse just released evidence of terrorists traveling with a migrant caravan currently headed to the southern boarder! #sharpiegate #TrumpSharpie https://t.co/Cd1jsevivm,201,51,United Kingdom,-0.6588
735,"Boris Johnson claimed that if you come to the UK illegally, you are an illegal migrant, and the law will treat you as such.This is not always true. Refugees can claim asylum in the UK, even if they enter the country illegally.https://t.co/b90j7yK3bJ",199,140,United Kingdom,-0.4993
736,Sweden: Municipality Inundated with Migrants Faces Tax Crisis as Native Swedes Flee https://t.co/It6p54Nxaf,198,194,United Kingdom,-0.6249
737,We cannot anymore deal with anymore migrants legal or illegal. We are at bursting point. We have people and Veterans on the streets. NHS at breaking point. No places in our schools. People more and more in Food Banks Or dumpster diving. Enough is Enough Britain for British,198,88,United Kingdom,-0.6808
738,"60 Minutes Australia is what happens when you normalise racism &amp; far-right bigots like Katie Hopkins. She called migrants cockroaches &amp; for their boats to be torpedoed, hates Sadiq Khan for being Muslim, calls London 'Londonistan', &amp; aligns herself w/ Tommy Robinson &amp; The Rebel.",198,31,United Kingdom,-0.7269
739,People aren't illegal. Migrants aren't illegal any more than native citizens are if they shoplift. Not only that but asylum seekers are entitled to enter a country by any means necessary. It's time the UK stopped making out undocumented migration was some kind of crisis. #r4today,197,61,United Kingdom,-0.5948
740,"Soros operative #Higgins has reprimanded the Irish people for rejecting #Oughterard forgetting he is their servant and who pays his massive salary. Some day he will be held to account. In the meantime, let him open up the Aras for his economic migrants. Plenty of space available https://t.co/KpJl3mFMc1",196,70,United Kingdom,-0.4588
741,Fookin hell! We've managed to send someone back.Migrant family deported after crossing the English Channel in a dinghy vow to attempt journey again.https://t.co/yHO9vBPfCe,196,82,United Kingdom,-0.7088
742,"One in 10 offences recorded by police involve #DomesticAbuseThe #DABill is vital to protect all victims of abuseBut it must recognise that black, migrant &amp; disabled women are particularly at riskEveryone needs to be kept safe from harm @riseuk",196,53,United Kingdom,-0.7951
743,"Wetherspoons Business built on buying virtually out of date beer at knock down prices. Serving it to Sun and Mail Readers from breakfast time at cheap prices (usually served by EU migrants). So, what's the problem Tim? Maybe EU Health, Safety and Working standards? #RevokeA50 https://t.co/t1zNprynG9",195,65,United Kingdom,-0.134
744,"Afghan asylum seeker armed with a knife &amp; large meat fork, murders one man &amp; injures 9 others, 3 are critical. If it wasn't for twitter we would never know about the strengths of #EU style diversity. #Brexit, cos the EU does not accept or send the best.https://t.co/uEjdYubk4F",195,167,United Kingdom,-0.1491
745,"New York Times - In Australia, One Man Can Decide a Migrant's Fate. Did He Abuse That Power? https://t.co/j5sxPjQYBs",195,129,United Kingdom,-0.6369
746,"Thousands of Kabalis entered Kashmir via Pakistan in 1948; they attacked Hindus &amp; raped women. Here is an account of how a Kashmiri Hindu who killed her rapist, a Kabali, and saved the honor of many women. She's now in a refugee camp after 1990 KP Exodus. https://t.co/d916scxsdo",195,165,United Kingdom,-0.9186
747,"And a reminder that the UN actually put out a statement condemning hate &amp; warning ""History has shown us time &amp; again the dangers of demonizing foreigners &amp; minorities"" after the same commentator likened African migrants to ""cockroaches"" https://t.co/I541aaCImv #StartSpreadingLove https://t.co/TeCJUL1PEW",194,73,United Kingdom,-0.8519
748,No borders.  No controls.  More multiculturalism.  More terrorism. More economic migrants. More racial division.  More pain and suffering. Get real.Labour activists vote in favour of keeping free movement post-Brexit https://t.co/4uGPniLTtf via @MailOnline,193,109,United Kingdom,-0.8837
749,@haywood_forbes @blackyellowbrd The contempt the west has for refugees is sickening. It is a stain on the history of mankind. Why can't we help each other as any civilisation would do? If aliens from another planet look down on us they must shake their heads in disbelief. Shocking,193,50,United Kingdom,-0.9162
750,"A far-right activist who led months of protests in Sunderland over claims migrants had raped a local woman has been jailed for inciting racial hatredBilly Charlton spoke alongside Tommy Robinson at one of the rallies, which were linked to hate crimeshttps://t.co/iovnL9N0P9",193,157,United Kingdom,-0.9559
